time, e0, e1, deflection
61.9400000572,1109,2189,7.2710969912
62.0360000134,1112,2176,7.40005232666
62.1330001354,1112,2163,7.55876658567
62.2290000916,1110,2153,7.67284245934
62.3400001526,1108,2143,7.84643618014
62.4370000362,1105,2139,7.88611474489
62.5329999924,1103,2138,7.98531115678
62.6290001869,1096,2137,8.10930667164
62.7410001755,1093,2137,8.12418613342
62.8370001316,1094,2139,7.94067277143
62.9340000153,1099,2153,7.74227994766
63.0300002098,1099,2163,7.68772192112
63.1420001984,1093,2166,7.7918781536
63.2369999886,1084,2166,7.98035133619
63.3340001106,1073,2166,8.1390655952
63.4300000668,1061,2167,8.19858344233
63.5260000229,1054,2167,8.24818164828
63.6390001774,1044,2167,8.33745841897
63.7350001335,1032,2167,8.37713698373
63.8310000896,1021,2167,8.41185572789
63.9270000458,1009,2167,8.43169501026
64.0380001068,998,2167,8.43169501026
64.1340000629,987,2163,8.43665483086
64.231000185,970,2156,8.45153429264
64.3270001411,956,2152,8.40689590729
64.4390001297,950,2151,8.36721734254
64.5360000134,944,2150,8.28290039244
64.631000042,943,2150,8.15890487758
64.7269999981,943,2150,8.08946738926
64.8389999866,937,2150,8.05970846569
64.9350001812,920,2148,8.04978882451
65.0320000648,889,2128,8.03986918332
65.1270000935,872,2112,8.08946738926
65.2400000095,851,2087,8.17874415996
65.3360002041,826,2060,8.25810128947
65.4320001602,801,2036,8.33745841897
65.5280001163,781,2005,8.34241823957
65.6390001774,758,1975,8.28290039244
65.736000061,731,1945,8.12914595401
65.8320000172,704,1916,7.970431695
65.9280002117,697,1906,7.94563259203
66.0410001278,690,1893,7.92579330965
66.1360001564,683,1880,7.8811549243
66.2320001125,676,1867,8.01011025975
66.3289999962,671,1855,8.23826200709
66.4400000572,670,1849,8.43169501026
66.5370001793,670,1835,8.58544944869
66.6330001354,661,1815,8.70448514295
66.7290000916,652,1795,8.7441637077
66.8250000477,643,1779,8.73424406652
66.9370000362,633,1769,8.7491235283
67.0329999924,632,1765,8.76896281068
67.1300001144,631,1762,8.78384227246
67.2410001755,628,1754,8.78384227246
67.3370001316,624,1745,8.72928424592
67.4340000153,609,1727,8.70944496354
67.5300002098,606,1720,8.7441637077
67.6260001659,609,1720,8.8334404784
67.7380001545,609,1720,8.88303868434
67.8340001106,608,1707,8.9227172491
67.9300000668,600,1691,9.02191366098
68.0260000229,594,1680,9.16078863762
68.1380000114,597,1679,9.18558774059
68.2350001335,597,1674,9.24014576713
68.3300001621,594,1662,9.24014576713
68.4270000458,575,1625,9.23518594654
68.5390000343,558,1599,9.31454307605
68.6349999905,562,1589,9.39886002615
68.731000185,569,1594,9.43357877031
68.8270001411,571,1594,9.55757428516
68.9390001297,567,1580,9.58733320873
69.0360000134,557,1556,9.55261446457
69.1330001354,555,1550,9.57741356754
69.2269999981,555,1545,9.58237338814
69.3389999866,558,1542,9.64685105586
69.4350001812,558,1529,9.64685105586
69.5320000648,558,1529,9.64685105586
69.628000021,558,1529,9.64685105586
69.7400000095,558,1529,9.64685105586
69.8360002041,555,1512,9.53277518219
69.9320001602,552,1504,9.50797607922
70.0280001163,551,1501,9.53277518219
70.1400001049,551,1495,9.522855541
70.2369999886,551,1487,9.37902074377
70.3330001831,544,1479,9.36910110258
70.4290001392,540,1465,9.47821715566
70.5400002003,539,1445,9.50301625863
70.6370000839,527,1376,9.37902074377
70.7330000401,516,1333,9.30958325545
70.8289999962,505,1294,9.10127079049
70.9260001183,495,1257,9.05167258455
71.0370001793,488,1237,9.01695384039
71.1330001354,489,1215,8.84336011959
71.2300000191,493,1198,8.82848065781
71.3250000477,503,1196,8.88799850494
71.4370000362,518,1194,8.89791814613
71.5340001583,530,1194,8.92767706969
71.631000042,544,1197,9.06655204633
71.7260000706,554,1199,9.07647168752
71.8380000591,557,1199,8.93263689029
71.9340000153,558,1198,8.84831994018
72.0310001373,559,1198,8.838400299
72.1260001659,564,1198,8.75904316949
72.2380001545,569,1198,8.7491235283
72.3350000381,574,1198,8.79376191365
72.4300000668,581,1200,8.80368155484
72.5270001888,592,1209,8.87807886375
72.6390001774,600,1217,9.03679312277
72.7350001335,614,1244,9.40877966734
72.8310000896,631,1277,9.64685105586
72.9270000458,648,1302,9.64685105586
73.0390000343,669,1334,9.64685105586
73.1360001564,687,1358,9.64685105586
73.231000185,706,1376,9.64685105586
73.3270001411,718,1385,9.64685105586
73.4400000572,722,1387,9.64685105586
73.5360000134,719,1387,9.64685105586
73.631000042,718,1390,9.64685105586
73.728000164,718,1390,9.64685105586
73.8400001526,718,1390,9.64685105586
73.9350001812,718,1390,9.64685105586
74.0320000648,718,1391,9.64685105586
74.1320002079,724,1402,9.64685105586
74.2410001755,729,1410,9.64685105586
74.3360002041,737,1422,9.64685105586
74.4320001602,746,1439,9.64685105586
74.5280001163,752,1445,9.64685105586
74.6410000324,762,1460,9.64685105586
74.7369999886,771,1469,9.64685105586
74.8320000172,778,1476,9.64685105586
74.9290001392,781,1477,9.42365912912
75.0410001278,786,1477,9.2699046907
75.1370000839,790,1477,9.03183330217
75.234000206,796,1477,8.88303868434
75.3289999962,805,1485,8.96239581385
75.4409999847,824,1516,8.90287796672
75.5370001793,826,1515,8.54081106334
75.6340000629,827,1509,8.41185572789
75.7300000191,827,1509,8.41185572789
75.8250000477,827,1509,8.41185572789
75.9380002022,827,1509,8.41185572789
76.0340001583,827,1509,8.41185572789
76.1300001144,827,1509,8.41185572789
76.2260000706,830,1509,8.38705662492
76.3380000591,837,1512,8.35233788076
76.4340000153,844,1525,8.40689590729
76.5310001373,851,1537,8.44657447205
76.6270000935,858,1548,8.36225752194
76.7380001545,866,1552,7.91587366846
76.8350000381,875,1552,7.57364604746
76.9309999943,887,1569,7.56868622686
77.0280001163,903,1591,7.49428891795
77.1390001774,912,1606,7.50420855914
77.2350001335,922,1626,7.52900766211
77.3310000896,933,1654,8.02498972153
77.4280002117,940,1686,8.35233788076
77.5400002003,947,1696,8.16882451877
77.6370000839,957,1698,7.54388712389
77.731000185,970,1699,6.89911044663
77.8270001411,984,1714,6.70567744346
77.9400000572,992,1739,7.07766398803
78.0360000134,993,1772,7.88611474489
78.1320002079,995,1796,8.16882451877
78.228000164,1002,1815,8.12418613342
78.3400001526,1013,1835,8.00019061856
78.4360001087,1022,1859,7.99523079797
78.5329999924,1029,1881,7.95059241262
78.628000021,1044,1908,7.68276210053
78.7410001755,1057,1923,7.22645860586
78.8370001316,1074,1938,6.61640067276
78.9340000153,1090,1955,6.10057933096
79.0290000439,1100,1972,5.88234722481
79.1410000324,1106,1986,5.74843206876
79.2380001545,1110,1999,5.70875350401
79.3340001106,1113,2009,5.64427583628
79.4290001392,1116,2022,5.61947673331
79.5260000229,1118,2032,5.60955709212
79.6380000114,1121,2045,5.51532050083
79.7330000401,1124,2059,5.46076247429
79.8300001621,1125,2071,5.4558026537
79.9260001183,1126,2082,5.4558026537
80.0380001068,1126,2095,5.50044103905
80.1340000629,1124,2106,5.59963745093
80.2300000191,1122,2117,5.63435619509
80.3270001411,1121,2123,5.63435619509
80.4390001297,1118,2129,5.70875350401
80.5340001583,1115,2136,5.74843206876
80.631000042,1113,2142,5.75339188936
80.7269999981,1110,2146,5.79307045411
80.8389999866,1106,2148,5.93194543075
80.9350001812,1101,2148,6.00634273967
81.0310001373,1100,2148,6.00634273967
81.128000021,1100,2148,6.00634273967
81.2380001545,1100,2148,6.01130256026
81.3350000381,1100,2148,6.01130256026
81.4320001602,1100,2148,5.96170435432
81.5280001163,1102,2148,5.95674453372
81.6390001774,1102,2148,6.02122220145
81.736000061,1102,2140,6.20473556344
81.8320000172,1100,2120,6.40312838721
81.9280002117,1099,2106,6.48248551672
82.0410001278,1102,2094,6.4130480284
82.1360001564,1105,2077,6.38328910483
82.2320001125,1105,2055,6.46760605493
82.3289999962,1099,2025,6.61144085217
82.4400000572,1093,1993,6.59160156979
82.5370001793,1088,1957,6.45272659315
82.6320002079,1075,1907,6.4080882078
82.7290000916,1064,1867,6.16505699868
82.8410000801,1066,1838,5.1086152121
82.9370000362,1073,1814,3.86370024294
83.0329999924,1076,1787,3.43219585124
83.1290001869,1050,1752,3.96785647542
83.2410001755,1025,1714,4.23568678751
83.3370001316,1009,1688,4.27040553167
83.4330000877,985,1643,4.32496355821
83.5300002098,961,1600,4.33984301999
83.6260001659,931,1549,4.26048589048
83.7369999886,908,1512,3.96289665482
83.8340001106,903,1498,3.69506634273
83.9300000668,903,1492,3.48179405718
84.0260000229,901,1487,3.26356195103
84.1380000114,904,1486,2.6882227621
84.234000206,912,1484,2.22199962623
84.3310000896,912,1484,2.22199962623
84.4270000458,911,1484,2.38567370585
84.5380001068,907,1482,2.87173612408
84.6349999905,897,1478,3.32307979816
84.731000185,889,1473,3.88353952532
84.8260002136,880,1468,4.11665109325
84.9390001297,878,1467,4.13153055503
85.0350000858,878,1467,3.96289665482
85.131000042,881,1467,3.79426275462
85.2269999981,881,1465,3.87361988413
85.3389999866,878,1464,4.23568678751
85.4380002022,864,1458,4.90526256774
85.5320000648,842,1439,5.75835170995
85.6270000935,812,1409,6.34857036067
85.7400000095,795,1395,6.4924051579
85.8360002041,786,1386,6.89415062604
85.9309999943,772,1387,7.83155671836
86.0280001163,745,1369,8.64496729582
86.1400001049,716,1344,9.14094935525
86.236000061,684,1315,9.522855541
86.3320000172,650,1290,9.64685105586
86.4290001392,616,1269,9.64685105586
86.5410001278,581,1260,9.29470379367
86.6360001564,510,1184,8.46145393383
86.7330000401,457,1109,7.76707905063
86.8289999962,436,1052,7.73236030647
86.9409999847,440,1054,7.73732012707
87.0370001793,441,1054,7.77699869182
87.1330001354,448,1055,7.82163707717
87.2290000916,455,1055,7.83155671836
87.3250000477,460,1056,7.81171743598
87.4370000362,460,1050,7.47940945616
87.5329999924,455,1044,6.74039618762
87.6300001144,419,993,6.09065968977
87.7410001755,398,922,5.69387404223
87.8380000591,398,910,5.22765090636
87.9340000153,401,909,4.68207064099
88.0300002098,401,883,4.07697252849
88.1260001659,395,857,3.62066903382
88.2380001545,395,826,3.18420482152
88.3340001106,404,823,2.73286114744
88.4309999943,407,812,2.23191926742
88.5270001888,408,787,1.61690151373
88.6380000114,411,773,0.818370398055
88.7350001335,423,768,0.0148794617828
88.8310000896,443,768,-0.838209680432
88.9270000458,471,786,-1.52762474304
89.0390000343,520,834,-2.41047280882
89.1349999905,563,881,-3.22884320687
89.231000185,609,935,-4.09185199028
89.3280000687,662,999,-5.18301252102
89.4390001297,719,1064,-6.31385161651
89.5350000858,769,1134,-6.05594094561
89.6320002079,803,1191,-5.82282937768
89.728000164,839,1245,-6.15513735749
89.8389999866,883,1317,-5.72859278639
89.9360001087,921,1379,-5.48060175667
90.0320000648,954,1428,-5.45084283311
90.1290001869,967,1455,-5.33180713884
90.2400000095,962,1454,-5.05405718556
90.3360002041,965,1459,-4.78126705288
90.4320001602,969,1469,-4.56799476733
90.5280001163,971,1473,-4.56303494673
90.6400001049,971,1473,-4.56303494673
90.7369999886,971,1473,-4.56303494673
90.8330001831,971,1473,-4.56303494673
90.9280002117,971,1473,-4.56303494673
91.0410001278,971,1473,-4.56303494673
91.1370000839,971,1473,-4.56303494673
91.2330000401,973,1476,-4.60767333208
91.3289999962,982,1489,-4.75150812931
91.4409999847,993,1507,-4.71182956456
91.5380001068,997,1518,-4.37952158474
91.6349999905,1005,1538,-3.81906185759
91.7300000191,1015,1562,-3.19412446271
91.8260002136,1031,1594,-2.86677630349
91.9370000362,1059,1641,-2.87669594468
92.0340001583,1090,1695,-2.98085217716
92.1300001144,1124,1756,-3.27348159222
92.2260000706,1176,1845,-3.9876957578
92.3380000591,1207,1908,-4.21088768454
92.4340000153,1224,1955,-3.92817791066
92.5310001373,1227,1981,-3.14452625677
92.6260001659,1227,1996,-2.61382545318
92.7380001545,1227,2003,-2.29639693515
92.8360002041,1227,2017,-1.88473182582
92.9309999943,1230,2041,-1.51274528125
93.0270001888,1241,2086,-1.51770510185
93.1390001774,1252,2120,-1.79049523453
93.2350001335,1255,2128,-1.80041487572
93.3310000896,1255,2128,-1.80041487572
93.4270000458,1255,2128,-1.80041487572
93.5390000343,1255,2128,-1.80041487572
93.6360001564,1255,2128,-1.80041487572
93.731000185,1255,2128,-1.80041487572
93.8280000687,1255,2128,-1.80041487572
93.9400000572,1255,2128,-1.80041487572
94.0360000134,1255,2128,-1.80041487572
